neuron_id	neuron_name	archive	note
107249	1959-RL-Seires028-M	Vaasjo	dendritic spine reconstructions of 10 um branch segments
107250	1959-2L-Series017-M-nobleach_1	Vaasjo	dendritic spine reconstructions of 10 um branch segments
107251	1968-2L-Series005-nobleach	Vaasjo	dendritic spine reconstructions of 10 um branch segments
107252	1979-2RL-Series022-D3again	Vaasjo	dendritic spine reconstructions of 10 um branch segments
107253	1968-2L-Series011-nobleach	Vaasjo	dendritic spine reconstructions of 10 um branch segments
107254	Series031-noBleach	Vaasjo	dendritic spine reconstructions of 10 um branch segments
275385	Petroccione_et_al_2023_WT	Scimemi	
275384	Petroccione_et_al_2023_KO	Scimemi	
161908	Control_11_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161918	Shisa6_4_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161912	Control_8_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161903	Shisa6_3_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161910	Shisa6_7_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161924	Shisa6_15_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161923	Shisa6_9_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161909	Shisa6_11_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161919	Control_5_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161916	Control_1_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161917	Control_6_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161902	Control_2_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161913	Shisa6_12_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161922	Control_3_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161904	Control_7_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161907	Shisa6_13_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161905	Shisa6_10_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161914	Shisa6_8_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161911	Shisa6_14_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161901	Control_4_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161899	Shisa6_6_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161921	Shisa6_2_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161915	Shisa6_5_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161920	Control_10_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161906	Shisa6_1_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-Shisa6-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
161900	Control_9_Trace	Ferguson	Mice at the age of 7 weeks were anesthetized with a ketamine/xylazine mixture (ketamine 100 mg/kg and xylazine 10 mg/kg) and prepared for stereotaxic surgery. Thirty-three gauge syringe needles were used to bilaterally infuse 0.5 microliters of AAV-DIO-mCherry into the NAc (AP: 1.5, ML: 1.5, DV: 4.4, angle: 10 degrees).
